label,tweet;;
takut,Curiga saya menuju kepada kepentingan yang coba dipetik oleh masyarakat well-educated pada kesempatan pesta yang budayanya gemar menghambur-hamburkan harta #PrabowoDanSandiUntukRakyat #KompakSATUJokowi #pedulipolitik;;
takut,[USERNAME] [USERNAME] BTW saya naik TJ pas makan hehe kalo di singapura namanya trans singapura apa gimana mas  i know its wrong but urge to me. im not eating with mess and spreading smell things im just sharing my opinion and stories;;
"takut,""I'm just hoping that #Article13 does nothing in Indonesia...we have our own internet laws :)..But keep on fighting, because I don't want my audience from Europe getting vetted by that pesky article..[USERNAME] , Apa opinimu mengenai #Article13""";;
"takut,""[USERNAME]  ternyata ada disitu toh, selama ini gak pernah liatin itu .oh well yasudahlah tapi semoga yang kali ini ga kena pajak dulu, shock aja tiba kena pajak hhhh.tau ga kalo mau tulis notes gm dimana ? buat tulis npwp soalnya just in case""";;
sedih,[USERNAME] Not in good mood .Sehat kan calon ponakanku?;;
"senang,""[USERNAME] [USERNAME] Well noted. Mau liat Jisung, Doyum, taewoo  actually mau lihat ke 9 nya uwu.""";;
"marah,""[USERNAME] Well, kalo ga mau ditembak, jangan pernah kasih kesempatan dong..Cowok paham jika memang cewek itu ngga bisa untuk ditembak..dan kalo dia ganggu, diemin ajalah selesai urusan""";;
"senang,""Well, 1 kartu cuma pake KTP is a great idea..Gw & temen2 pernah ngobrolin itu udh lama bgt""";;
marah,See? A crowd pleaser.. Mana itu semua yg komplain soal #Dumbo.This is a family movie.. What do you expect?.This film serve the purpose to entertain young children [URL];;
"sedih,""LIFE IS LIKE A PHONE CALL WITH A LOVED ONE. WHEN IT IS CUT SHORT, WE REALIZE HOW MUCH OF IT WE HAVE WASTED - KLBSEAGUL (Hidup itu ibarat telepon dari sang kekasih. Ketika terputus tiba-tiba, kita sadar berapa banyak waktu yang telah disia-siakan)""";;
"senang,""[USERNAME] MUTUALAN HAYUK KAA ..BTW, THANKS FOR THIS GIVEAWAYY .PENGEN BANGET PC TAEHYUNG UWUUU""";;
"marah,""Dia terlalu suka debat, gue orangnya selow. If i did something yang dia gasuka, dia bkln memulai perdebatan yang melelahkan dan gue akan lgsg ok, im busy, lets talk later udah gue diemin.""";;
"cinta,""udah tenang gw bs liat yedam senyum,yg pnting dia gpp. his smile that enaough for me""";;
"senang,""INVEST ON CULTURE : Saat denger itu yg terlintas pasti free snack tiap lunch, fossball/sepak bola meja, ruang main game, bantal duduk, wallpaper kantor warna warni..Itu perintilan, orang-orang ngeskip bagian terpenting, manusia itu sendiri...Great insight from Mr. Gary Vaynerchuk [URL]""";;
takut,when yu gaada kerjaan tapi sebelah lu persis bos lu persis mepet cui ngapain ya aku;;
marah,Gue suka heran sm yg upload sg trs ada tulisan yg kecilnya kaya atom. gimana woy bacanya maksudnya apa?? Ngeshare setengah2 mending gauaah apdet to yaa:))));;
"marah,""pakai heattech dan jaket wol di siang hari jakarta raya adalah cara paling mudah menarik perhatian. Well, here i am. -_-""";;
sedih,[USERNAME] Keep sabr sis. Akun back up aku jg udh lama g bisa dibuka. Klo mau masuk IG selalu minta password baru trs pdhl aku g prnh ganti2 password.;;
senang,[USERNAME] Oh iya! Mari kita mulai dulu. Let's get along well Noah;;
"marah,""[USERNAME] Cwo positive thinking pasti bilang """"apa an sii, ga jelass"""".Cwo negative thinking pasti bilang """"HEH,  KAMU DISURUH SIAPA NGIRIM2 KAYA GINI, PASTI KAMU SALAH KIRIM KAN, NGAKU AJA UDAH, LG SELINGKUH KAN LO ANJIINK""""""";;
"senang,""During the opening of a seminar I attended yesterday:..*image of Ken Yeang, an architect, appeared*..My office mate: *whispers* """"Kalo abis makan jadi apa? Ken Yeang.""""..hehe. hehehe. HEHEHEHEHEILOVEMYOFFICEMATESTHEYRETHEREASONISTAYSANE""";;
"takut,""[USERNAME] And the fact is that this simple thing happened in my family, dan tetangga/masyrkt accepted ko. Not pout. Mungkin tetangga w lebih open-mind wkwkwk iyasih tiap isi kepala beda2, pendapat berbeda, balik lg ke pribadi masing2 mau nyikapinnya gmna""";;
"marah,""Sopan gasih nyuruh customer gc kayak gini?. I mean toh lu jg baru dtg semenit pak gua jg bls saat itu jg. Trus disuruh 'gc' (gerak cepat)? Train your driver well [USERNAME] thank you, next [URL]""";;
marah,iya nanggung resiko krn pernah temenan sama seorang jjy. ..they are just bet between friends not gambling. ga merugikan oranglain gitu. tp mereka masih punya rasa bersalah dan  tanggungjawab..trs itu yg dibarak apakabar oi? masih nyangkal dn anteng aja gitu? thats coward!;;
"cinta,""[USERNAME] All is well baby jgn lupa banyak doa dan istighfar yaaa, peluk online dari jauhhh""";;
"senang,""abis klaim bpjs ketengakerjaan via online, gampang & semudah itu..gak nunggu lama antri trus dilayani gak sampe 10 menit...Semua mudah kalau kita well prepared dan mau cari tahu.""";;
"senang,""from """"saya dukung pernyataan Pak JKW"""" to this whole debate. Well, latihannya dan belajarnya berhasil sih pak""";;
marah,[USERNAME] NAH ITU JUGA. PADA SUKA ASAL KOMEN..LANJUT SIST!!! I GOT YOUR BACK. KELUARKAN!!!;;
"sedih,""When im at my lowest, i dont miss anyone but my grand father, cz back then, when im tired, he always said """"mandi pake air hangat biar badan kamu kaya dipijit karena kamu capek"""" ..I miss you""";;
marah,Lagi nahan buat nggak nyinyir..at least not in public;;
marah,cumlaude s3 seni clickbait dan misleading caption [URL];;
sedih,[USERNAME] guaa ilanggg pdhl uda back up huhuhuhu;;
senang,Nemu dia di gudaang huhu im keeping u bb ..Gonna wash u first before u join the gang (o_o) [URL];;
cinta,[USERNAME] Lagu yg menggambarkan perasaan gw sama lu..Teza sumendra - i want u love;;
"senang,""Great. Setelah Cina, Indonesia dan Singapura semoga yg lain menyusul..[USERNAME] you hv to take the 737 Max matters seriously. We talkin bout lives here. [URL]""";;
"takut,""[USERNAME] [USERNAME] Tapi agak riskan klo di tengah pertandingan ada yg cedera mas bro, jadi tdk ada back-upnya.""";;
"marah,""Urus management agency sendiri aja ini om2 masih dianggap ga becus, which is true. Ga ada fans artis2nya Pledis yg ga pernah ngata2in om 1 ini. Minimal gemes pengen takol hahahaha. Sok kebanyakan gaya amat dia kalo lagaknya powerful nyogok sana sini. Ada juga dia yg butuh duit""";;
"takut,""[USERNAME] Gak mau coba2, mau nya yg pasti2 aja""";;
"senang,""Hello again, Jakarta,  the grey and macet city ! Always be back here, biarpun bigimana. Haha. .(Maaf bahasa Jak Sel gadungan. Udah pas  belum ?) [URL]""";;
sedih,[USERNAME] (w/n) Get well soon untuk writernya!;;
"marah,""[USERNAME] [USERNAME] maybe you just dont understand with the definition of justifying? caused your tweet at the beginning seemed like you need some ass answer. btw, your tweet is spreading hate, sampai ada yg report milo bagai suh cancel contract. apa ke sakit hati sgt dengan rezeki orang hmmm...""";;
senang,[USERNAME] Not bad sih kayaknya hehe. Teteh gimana harinya?;;
sedih,Rasanya ingin segera fokus ke  kesehatan ku dulu sebelum di gembleng habis2 an;;
"takut,""[USERNAME] jam 3 subuh bikin mikir but okay...kayaknya sihhh bisa, soalnya itu kayak mempengaruhi indera perasa kita tapi bukan alat gerak jadi kita bisa gerak bebas. well orang disantet masih bisa bangun ga sih? idk man""";;
"marah,""[USERNAME] That's it, semua orang itu punya sisi bejat sendiri. Tapi beberapa emang sangat bajingan sih- well i'm not perfect so... yaudahlah gamau membenarkan juga karena mereka emang salah, semoga cepet sadar.""";;
"sedih,""Lagi sakit ditinggal sakit juga, dan ketika gua butuh ngobrol orang2 ilang..Well done me and March""";;
"cinta,""MashaAllah laki gw GANTENG amat  nangis gw woyyyy  visualnya ga pernah bercanda .GANS ABIEEZZZZ WOYYY  Lee Donghae sayangku, cintaku padamu  love you to the moon and never back .#Donghae #LeeDonghae #SuJu #SuperJunior [USERNAME] [URL]""";;
"takut,""I thought I fell on somebody surround me, but in fact I fell on the seat. When you ran out of air, you know you cant hear anything. So, a girl gave me her seat. And I was seated by I didnt know who hehe""";;
"marah,""Masih nunggu daily pass nya wtf, cuma karna mau nonton cigarett after sex doang hffft""";;
senang,Lupita Nyongo ngomong Lets go to Mexico tuh kaya dhuarr bgt sih;;
"senang,""[USERNAME] Dom Jakarta Timur,nonton captain marvel,hari sabtu abis UAMBN selesai mau refresh otak hehehe.Semoga ujian nya lancar ya kakk.Wish me luckk""";;
marah,[USERNAME] Donald J Trump ia a GOD fearing Pres whom GOD chose to carry out HIS MISSIONS not only for America but for Israel & the world...The Best in American history you guys are the evil ones;;
marah,[USERNAME] FOLLOW BACK LAH MINNNNNN;;
"sedih,""Wow, so sad to hear that..Hopefully all parties can find the best solution...Icelandic Budget Airline Wow Air Collapses, Leaving Passengers Stranded | HuffPost [URL]""";;
"takut,""[USERNAME] [USERNAME] Ga ngerti gue... Belum pernah praktek, baru ikut grup whatsapp doang hahaha""";;
"marah,""[USERNAME] .saya mau protes,.saya pesan gocar,.saya back.tidak saya cancel..kenapa semua hilang?.gopay ke potong 30ribu.dalam proses kosong.historis kosong""";;
"senang,""[USERNAME] [USERNAME] Well, tidak ada orang yang kelihatan jahat benar benar jahat dan orang yang kelihatan bersih benar benar bersih. Apresiasi sebesar besarnya buat [USERNAME] .""";;
senang,Ahhhhhhhh aku save yaa ka well.Syuka banget.[USERNAME] .#TwitterBestFandom .#TeamBTS .#SoompiAwards [URL];;
"senang,""Temen gue ini adalah salah satu yg bisa jadi motivasi gua buat selalu maju. Karena udh lama temenan dan itsn't going smooth, semua butuh perjuangan. Dari jaman susah2 nya kita bener2 ngerasain. Yg uang pas2 an. Jajan di pinggir jalan, belanja di tanah abang. [URL]""";;
"takut,""Everything went well when I took the more complicated portion. Ga ada drama rebutan QS karna mereka bisa kerjain bagian yg lebih gampang sesuai target bahkan lebih cepat...Nah sekarang, karna gue khawatir waktunya ga cukup, trus QS gue dikekepin orang lain muluk, deramak deh.""";;
"senang,""well, dengan menggunakan id yang mudah untuk memancing para bot mampir stalking ke akun saya di tambah pose badan saya yang shirtless menunjukkan hasil gym belakangan ini, saya rasa akan mudah mendapatkan apa yang saya mau""";;
senang,Bangga aku tu ketika bisa memilah mana yang perlu dibeli mana yang engga. Welcome back my financial stability (hope so).;;
"senang,""With you all... ..Talking with friends about perfect timing, but I think everything is perfect in that moment... ..I enjoy the feeling of the fresh air on my face and the wind blowing... [URL]""";;
takut,i dont mind having a non Chinese Indo boifren tp stlh bbrp kali ngedate sm mereka I feel like they fetishize Chinese girls banget idk if its bcs of japanese porn/kpop girlbands/influencer macem laurentsai yg bikin jd begini but def not cool imma stick with Chinese guys for now;;
marah,[USERNAME] [USERNAME] Yg gak pernah marah itu cuma MALAIKAT...manusia mustahil gak.pernah marah.. jgn jd pengecut dan penakut doooong... malu sm anak milinial.. hahahahaha....;;
"marah,""when you see this tp kelakuan lu masih tetep kek anjg, aku hanya bisa geleng2 kepala saja hehe [URL]""";;
"senang,""kurang lebih gidu aja si, tp intinya gue capek ketawa mulu dan belajar banyak hal dari semua materi komika hari ini..semoga berikutnya, standupindo bs lebih well prepared lg. bukannya gak bagus, tp masih ada yang kurang dikit-dikit..berkah buat semua..aamiiin""";;
sedih,[USERNAME] tapi tugasku on going semua yang selesai cuma beberapa;;
"senang,""Bener aja doong, rata-rata yang naik MRT emang trial banget yang isinya pada poto-poto. Gue merasa, """"yes, I'm not alone"""". Hahahahha [URL]""";;
sedih,We're gonna be okey. Sini pelukkk;;
"senang,""[USERNAME] Hbd buat mamah qamuuh semoga makin cantik, dilancarkan rezekinya, hidupnya berkah, sayangg keluargaaa, wish u mom all the best""";;
sedih,angnya sangat perfeksionis. Inginnya segala hal sejalan dan harus perfect ! Pernah waktu itu di salah satu show dia salah nyanyiin lirik lagu Rokkugo terus waktu turun stage mukanya langsung merah terus nangis di ruang make up sampe di tenangin sama Taemin.;;
