text,emotion
"Sedih gk sih, nyawa melayang2 Hanya krn jokes . Disisi lain banyak nyawa berjatuhan krn misi kemanusiaan, perjuangan melawan penyakit, perjuangan memperoleh hak Dan kesetaraan.",sedih
Gugup tak bergerak,takut
"Heran aku sama orang-orang yang minta skripsi dihapus, gatau aja gimana rasa niqmat dan lega nya pas skripsi dah kelar. Lagian kau kuliah dengan ga tamat tepat waktu juga ga menjadikan kau hina, kuliah tamat tepat waktu juga ga menjamin banyak/sedikit ilmu yang kau dapat.",terkejut
"Nyesek dipendem, kangen dipendem, cemburu juga dipendem, kecewa dipendem, bahkan nangis juga dipendem..sampe sakit dada :')",sedih
Good luck and all the best Sofyan. Bangga dengan anak muda macam kau yang showcase talent sendiri ke persada dunia.,senang
Misal: Hope = Aku ingin kinan rajin membaca Kenyataan : 1. kinan bisa mau bisa nolak 2. Kinan nolak aku stres karna ga sesuai hope Trus aku kudu menyerah saja. Ngikut aja daah kin. Ga usah belajar literasi2. Kinan baca syukur . Ga pun gpp. Gitu kah?,senang
"Udh tau dark jokes malah minta empati lagi, goblog, tau arti dark jokes ga si? Heran bgt heran nih gue mah aslii da da daa wkwkwk",terkejut
gue heran se bucin ini w sama akashi aksdkfhskdj udah re watch kurobas s1-3 7x mana nonton last game berkali kali lebih dari 10x dah,terkejut
"Kesal cri , yang udah mah udah, nanti ada T baru juga lu gabakalan dukung",marah
"so point dia kat sini, perangai babi ke, muka comel ke, fake friends ke, toxic people ke, yang paling jijik sekarang orang yang senang percaya dengan fitnah &amp; batu api ni, aiyoooo downgrade main facebook jela",marah
"seriously before this i took corona for granted, but now it hurts. adu domba dimna"", ksulitan eknomi, sntimen"" ngtif ngalir trus, ihsg anjlok, death, phk, no-job, menengah pasrah, bawah sengsara, yg atas jg ga lbh bgus. kita semua kena dampaknya kok, dont take it personal.",marah
"Apa lgi yg bner"" mngerti kita dlm susah maupun senang",senang
jijik banget gua sama cewek halu kebangetan trs liat cogan dikit uwawuwaw sampe usik rlnya,jijik
Bener wkwk got kecewa endingnya zam,sedih
Aku tertipu oleh parasmu duhai juliaa,jijik
Iyaaaa kaakk... Kalo kebanyakan cabe gitu.. kalo cuma jadi melilit mules masih mending.. Kalo perut kakak panas itu yang ngeri menyiksa,takut
"Foto jepret sendiri, ngedit slogan sendiri bangga banget gue",senang
Fuh puas hahahahahaha,senang
huftttt aku gugup.,takut
Beler selalu heran dah gue wkwkk,terkejut
Emoticon admin sm town pleaseee gua murka bgt kalo liat emot itu gtau kenapa. Eh tapi kalo mo ngirim gua ke korut gpp ada kapten ryu,marah
"walaupun agak sedikit kecewa karena turun, tp gapapa. insyaallah aku ikhlas, karena emg susah ngehadepin bipolarku. belum terbiasa jadi ngerasa aneh sama diri sendiri. intinya tetap semangat. terus optimis dan berdoa semoga Allah dan Semesta mengijinkan.",sedih
Lagi jalan ketemu arwin Sariminnya lgi beli mangga Ciee yang dapet Membuatku semaqin bangga uwu,senang
Nahh.... ngeri kan...ujung2nya rakyat jg yang kena..,takut
"Sudah berapa kali kecewa --tak sesuai mimpi dan rencana-- Sudah berapa kali lelah dan ingin berhenti --musnah tak terlaksana-- Sudah berapa lama kau memendam itu semua tanpa ada perubahan nyata, ((Yang membuat kami berair mata)) Tak lelahkah menerka tanpa kata? *Numpang bib wkw",sedih
"Ku dari awal debut suka sih.. cuman ya gitu,sekarang kecewa aja sama fansnya.",sedih
Tgk lah gambar saya pasti mimpi ngeri,takut
"taktahu lah kenapa tapi tetiba teringat, nak prank aimie sebab dia cakap besar sangat kata tak takut hantu. At last, farisha yang menangis sebab terkejut sangat",takut
font: bebas asal bkn comic sans. bpk muak,senang
syukur la aku tkpernah miss reply chat kau hahaha,senang
Pasti oppa! Doain aja ya hehe Wiiii syukur kalau baik teruss,senang
HAHAHAHAHAHA dahla aku penat,jijik
"Short hair haha kemaren baru aja potong soalnya risih rambut di bawah bahu, tapi sebenernya pengen nyoba ranbut panjang biar kaya idol2",takut
"termasuk diri ini yang sangat emosi saat mengetahui dia bukan oppa2 :"" Jaman the unit gw capek bgt karena tertipu 2 kali. Gw kira Jun sama hangyul itu 94 an... TERNYATA 97 sama parah bgt 99 *tertipu atas asumsi sendiri*",senang
Yang gue benci dan keselin adalah kenapa dibuang kelaut terakhirnya. Laut bukan tempat sampah!,marah
Rasis bgt ya Allah Segera berikan mereka azabbbbb Kesal bangett,marah
"Penimbun masker ditunggu kabar baiknya, duka misalnya",jijik
"Risih lah, cringe bgt. Lu siapa gua anjir",jijik
Cin km sebagai CL luvers mengenali aku gk?? *jijik bgt sok mau dikenal,jijik
Walaupun kecewa tahun ini gagal dapet target 3 piala,sedih
"10 thn yg lalu twit di akun lama w sih isinya juga jijik banget, emang yg lain gagitu ya?",jijik
Ngeri banget,takut
"Terimakasih atas diriku karena mampu menerjang tiap badai, tiap anak panah masih sanggup kamu lawan. Terimakasih karena masih percaya padaku bahwa aku tidak semudah itu dikalahkan duka. Percayalah hati, lebih dari ini pernah kita lalui Terimakasih karena masih percaya itu !!!!!",senang
"aku tau kamu tidak akan pernah bisa membalas. aku tak apa, aku baik baik saja. ini sudah jalanku, mencintaimu sendirian selama 4 tahun merupakan perjalanan yg luar biasa. sedih senang pernah kita lalui sebagai sahabat terbaik saat itu. sehat sehat disana ya,",senang
"Lek aku wes murka nder, soale keluargaku lek liburan metu omah jarang2, tepak ngene maro gak dijak, suckit.",marah
Ngeri kalo hujan air panas,takut
kalo jijik si keterlaluan hha wong muntah jg karna dimasukin tytyd dia,jijik
"Hahahaha, kau punye jgn tunjuk mat. Warna bulu dgn kulit lebih kurang sama dahh. Jijik. Hahaha. Mat, bulan 2 nie aku plan nak ke Kedah, nak makan kueh tiaw yg top tuh. Pape nanti aku call ehh.",jijik
biasanya aku beli di shopee id nya marlimandar mau beli yg share in jar/full top semua selalu puas,senang
"Co, ngeri banget gak sih? Tanyain dong statusnya.",takut
Ya takutnya si Raja Baper tersinggung nti Sby Ngigau,sedih
"KO UDAHAN SIH VELL terkejut gue baru buka twit trus liat ini ga ikhlas cerita mereka tamat. Bakal kangen apa yg mereka lakuin dri awal smpe skrg. Pdhl pengen liat mereka tinggal serumah lagi terus ngapain aja, nikah, berantem lagi, sampe punya anak",senang
"dalam sebuah persahabatan,suka maupun duka,selalu setia",senang
Saya heran sma haters. Idupnya anyep banget apa ya kalau sehari kagak kritik orang. Julid mulu kerjaanya. Kagak bisa lihat orang tenang. Bawanya ngjak perang mulu. Yg parah udh ngetag ngetag gitu,terkejut
gue takut kucing tapi pengen melihara kucing konflik internal,takut
"Balik lagi ke per-LDM-an, kalo diceritain suka duka nya panjaaaang bgt ya, tapi Alhamdulillah banyak banyak bgt suka nya hehe. Kalo dukanya, ada 2 momen yang bikin aku cengeng menghadapi LDM ini.",sedih
"hahahahahahahahah jangan lah begitu, malu do aku",takut
Kesal banget mau nyuci piring kran nya malah ga nyala. Pas lagi ga mau nyuci malah jalan.,marah
"Sungguh, bisa dibilang aku benci isi kepalaku saat ini, tentang pemikiran yang sebelumnya sudah aku iyakan malah jadi bumerang buat diri sendiri kenyataannya.",senang
"Hhhhh dia emang sosok yang patut dicontoh. Pengabdian dan manfaatnya tiada tara bagi manusia, tapi gue nggak sanggup Kar. Gue udah menimbang nimbang dengan seksama, gue nggak bisa jadi kayak dia. Maaf ya lo jangan kecewa",sedih
"Mereka kan ga tau malu,kalo malu maluin itu kelakuannya sdh.",jijik
"Orang yang suka ngeluh kaya gini tidak bersyukur akan hidupnya, selalu merasa paling sengsara, paling capek, paling berat beban hidupnya di dunia.",marah
saya bangga baper krn saya merasa satu darah dakam keimanan.. apa loe,marah
"Baru nonton traillernya aja udah bergidik ngeri apalagi nanti pas nonton dibioskopnya wah bisa"" suaraku kembali dikeroyok orang lagi hehe:v",takut
Biar nambah views aja sih setau aku. Aku aja yg kpop fans kdg risih sama yg suka begituan di berita pny org lain,senang
Sudah muak dengan perdramaan,jijik
sama jg gapernaa suka heran,terkejut
"ga maaf buat kali ini gue ingkar janji sama kyuhyun. muak anjir ditindas mulu, semakin didiemin semakin ngelunjak",senang
"Mungkin Allah ga murka, tpi semua bukanya sebab akibat ya. Seperti halnya iblis yg tdak patuh, akhirnya di buang ke netaka",jijik
Kekna jangan terkejut kalau adik buat ni dengan mak nanti,terkejut
"Udah jam 2 pagi baru mau pules baca ginian kok emosi ya,, SJ disalahin mulu,,di bilang grup om-om pula,,benci dh gw sama fans gen3,,LEBAY AMAT !!",marah
Huwaaa apakah aku harus bangga ini terimakasih miyeon wkwkwk,senang
Sajaegi palak bapak kau Allahuakbar emosi hamba liat tetangga sebelah kurang ajarnya tidak habis habis inget dulu siapa yg suka CAPER PETRUS jijik bgst,jijik
"Happy Birthday Adek! Maaf kalau selama ini gua belum bisa jadi kakak yang baik buat June. Maaf juga karna selalu buat June marah hahaha. Doa orang ganteng biasanya mah suka dijabah Allah ya. yaudah gua doain deh buat elu. ""SEMOGA SEMUA HAL BAIK SELALU MENGITARIMU JUNE. AMIN""",senang
"Heran sih, tweet orang pas umur 14th dianggap serius amat ama netijen",terkejut
"Pencitraan ....tapi presiden kesayangan Tuhan....mau bisa apa ? Apapun yg dia kerjakan walau bohong sekalipun tetap di sayang Tuhan , manusia bisa apa ? Kasus esmka aja ....terlihat jelas bohong , tetap saja Tuhan tak murka",marah
"Masih diancam sdh gugup, tremor dan grogi",takut
Marah yg paling marah yaitu udah dibiarin dan gapeduli.,marah
"Tiap orang bebas mengekspresikan kasih sayangnya, terserah mo gmn gaya pacarannya asal ttp pada norma yang berlaku ajaaa. Kalo udah ga sesuai norma susila yaaaa risih laaaaaa",senang
"Sbg orang yg benci politisi sjk orde reformasi di korupsi,sy melihat fajrul ini bukan aktifis murni sbg pejuang keadilan aplg rakyat,tp lbh pd eksistensi diri dan strata sosial scr personal,penjilat yg mahir",jijik
main game hilangkan sedih? kalau asyik kalah? masih seronok ke? baik main futsal. penat pun penat. balik terus tidur agahahahahaha,senang
Kayanya dia terpesona,terkejut
"Giliran galau aja cari , giliran senang lupa alias babi lu ri",senang
Pak..liat.kalian hanya 7 orang. Bikin repot ribuan orang di stasiun. Pak...pak jokowi itu pernah naik kereta ke bogor...gak nyusahin orang pak. Tapi kalian ber 7 ko nyusahin ribuan orang penumpang ya.. Anda itu terlalu.. Dikira bangga kali rakyat ngeliatnya. Hufff..,senang
seneng ngeliat harga omi lumayan tinggi di sini tapi tsuzuru mahal sendiri.... kok saya kesal ya,marah
Aku kesal tp mutual ku harus ikut kesal juga.,marah
"tiba2 keplay di apple music duluuu, dan penasaran trs nntn mv nya dannnnnnnn AK TERPESONA PANDANGAN PERTAMA HSHSHSH",terkejut
Cari kesibukan lah bgsd biar ga on twitter terus,marah
"terpesona hero dadakan. aku folllwoww dr tirta soal brand sepatu, yg lain2 menyesuaikan.",terkejut
[merasa jijik],jijik
Mereka tuh ramahnya kebangetan pas sungwoon menang aja mereka heboh coba aku bangga bgt sama mereka yg selalu rendah hati,senang
"Sumpah ak jijik banget mbe wong seng sok asik, sok2an mekso mangan iki iku, njijikki cok2. Mending nek kui barangmu, kui barange wong mbo tawak2e",jijik
takut mati.,takut
Thankyou bikin kesal dimalam hari.,marah
"Mana ada yg percaya lagi dgn rezim pendusta, rakyat sdh muak dgn segala dagelan yg dilakukan oleh begundal2 pembuat sengsara rakyat.",sedih
Merelakan dia bahagia meskipun tanpa bersama. Nyatanya aku tidak baik baik saja.,senang
Terkadang rasa kecewa yang mendalam disebabkan oleh harapan diri yang terlalu tinggi terhadap sesuatu~,sedih
Pengen ngobrol santai aja di teras rumah kayak anak perempuan lagi ngobrol sama bapaknya. Terus gak mau bahas yang berat2 ah.. Cuma pengen denger Pak Aris cerita gimana suka duka rasanya jadi murid pak Plato.,senang
Monsta X - All in terkejut-kejut diriku,senang
"Sabar ustaz,,, doakan saja manusia2 yg berperilaku seperti hewan itu kena azam Allah kerna telah makan uang2 rakyat sengsara",senang
Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik Nangis Jijik,jijik
"""Bosan aku dengan penat Dan Enyah saja kau pekat Seperti berjelaga jika ku sendiri Pecahkan saja gelasnya biar ramai ...""",jijik
Aku nggak bisa negur pake bahasa yg baik enaknya gimana ya supaya nggak tersinggung juga -__-,senang
jujur ak gapd bgt guys benci bgt bikin ginian tuh tp yauda la kepalang namanya jg tugas akhir kursus,marah
Ih itu ya jijik sih kan dr kotoran hewN,jijik
"aku tdk modus, tp aku senang jiwa mam,,,,,,,,,,,",senang
Oh ye kee. Terkejut pulak jumpa kau.,terkejut
kok aku jdi takut juga ya,takut
Awwww [mrsa malu],takut
"rakyat mulai banyak yg berfikir, hampir semua lapisan masyarakat sdh muak sama org model elo bud Dari mulai yg ulama sampe yg ga punya agama udh muak melihat polah elu dan kawan2 elu bud....",senang
Njirr senjatanya ngeri,takut
"ada orang jahat ""ihhh dasar bejat banget orangnya, biarin aja pasti dia hidupnya bakal susah dan sengsara"" pas orangnya udah jadi lebih baik ""ih dasar sok baik banget, sini gua bongkar semua rahasia kejahatan lo dulu, JeJaK DiGiTaL KeJaM B0s"" terus maunya gimana?",marah
Air putih aja disemutin coba heran gua wkwk,terkejut
ngeri bgt tkut diserang ardhito garis keras,takut
Jijik syu,jijik
"Hmm ak tersinggung, karena ak masuk kategori yg nongkrong bertahun-tahun",marah
Harus aku liatin aku nangis tiap hari ? Harus aku liatin segala beban ? Benefit nya apa ? Simpati ? Aku tak butuh simpati munafik! Ini saja ku buat karena ku sudah muak dengan mulut2 mereka!,sedih
Teman Hidup : orang yang menemanimu dalam suka dan duka hingga akhir hayatmu,senang
Rumah aku itu kontrakan. Cmn ada 2 doang. Tiap hujan atau kotor dia atau suaminya mana mau bersihin lantai dpn rumahnya. Hii jijik aku.,jijik
"Kebahagiaan yang sebanyak ini, aku harap nanti nya tak ada duka yang menghampiri.",sedih
"Jujur, aku sbg penikmat vs korea enjoy aja lihatnya. Mungkin ada fans yg tersinggung . Tapi aku sngt menyayangkan pembuburan vs ini huhuu",marah
Apa setelah menulis itu sama sekali tidak ada dorongan untuk sembunyikan diri dari seluruh entitas di bumi?????????? Apkh tdk malu???????,jijik
Kelakuannya bikin gua murka mulu dah.,marah
"Kitorang tak benci kpop, kitorang benci fans ii dia, menyirap bodo aku",marah
"Ya gausa sampe ngatain juga kali, julid amat heran.",terkejut
Orang yg pemberani justru yang tak takut menempuh resiko kegagalan dan menanggung kesalahan. Pengecut itu pihak yg tak mau mencoba karena takut gagal,marah
"bodo nak mampos la haihhhh pastu kata heechul mention momo boleh affect momo wtf takde siapa pon benci momo sekarang ni, diorang je yang over yang burukkan keadaan",marah
"Memang betul, tp pemerintah tak mau ambil resiko,layaknya virus corona...ga semua warga wuhan terpapar virus, tp kalo situ tau ada warga wuhan di sebelah situ sendiri...bakal cabut juga, takut ketularan :v",takut
"Aku kini basah kuyup, memikirkan kita hingga gugup, yang beriringan namun tak membentuk.",takut
nana mirdad kalo ngaca terpesona sama muka sendiri g ya,terkejut
Anjay... aku tersinggung lho.. wkwkw,marah
"Bukannya gak mau nonton dad, tapi takut banget. Takut nangis, I'm not ready for it. Bisa bisa nangis kejer:')",takut
Itu hanyalah buat mengisi kekosongan hari ku yg penuh penat,sedih
"Yes Siti, orang Kedah. Oooo, jgn sebut rempah gilin Siti ooii, takut mati malam ni. Just kiddin. Rempah giling mmang best!! Rasa mcam nak blik la ni juga. Hahaha.",takut
Kalau emang jadi Beban Mundur saja Bang biar mentri lain pun semua yg g bisa kerja jgn Omdo mundur saja. Kasian Rakyat nunggu pemerintah bekerja mensejahtrakan Rakyat malah 6 tahun Rakyat makin sengsara,sedih
"Drama, psychopath diary. Tapi bagi aku cerita dia meleret sangat. Penat tunggu huhu",senang
"Selalu semangatin loui. Meskipun nggak dalam rupa tweet. Aku ykin mereka selalu ada buat loui. Mereka bakalan saling support. Intinya saya benar benar BANGGA sebangga bangganya sama loui. Please tetap jadi Louis Tomlinson yang tegar, fun, konyol, pokoknya jangan pernah berubah.",senang
"Pada jamannya properti jenis apartmen di 2012 sampe 2014 dgn range unit yang ""murah"" dijual/sewa, prostitusi dan sugar daddy lebih mudah buat transaksi.dulu mah risih (maap) sama orang asing asianya. Sekarang sama abg yang nyewa unitnya.gue di green pramuka __",senang
Baik nya bu Nicke mundur daripada hrs terseret kedalam rezim pendusta yg sengsara kan rakyat.,senang
"HAHAHHA APAANSI, padahal gua juga tiap hari ngatain orang WKSWKSWKS tp ingett guyss, cuma becanda yaaaa. Dan tweet ini juga becanda lohhhhh wkswks bukan curhat beneran !! bener bener ga ada maksud buay nyindir atau sok bijak, jd jgn tersinggung yaa! SELAMAT MALAM JUMAT GUYS",senang
"Guten tag, there is your unroll: Thread by : Selamat malam teman2. Usai penat dan padat seharian bekerja, saya ingin menemani dg twit ringan . Have a good day.",senang
"Hai nder terimakasih ya tapi plis siapa sih yg mau bawa penyakit, tolong kata2 nya sebagai fans dan sebagai orang yg merasa yg kamu sebut jujur aku tersinggung, gua datang ke indo cek semua badan dan sehat,sampai indo gua cek lagi sapai paru2 semua dan vaksin dan gua sehat,thx",marah
Terkejut saya ada stranger ws time ceni,terkejut
"Wkwk ngeri sampe mimisan gtu :"") tp film jepang memang selalu dibuat ada saat2 terakhir gtu kan wkwk",takut
Iyaaa kaan huhuhu asli takut bgt mau bimbingan,takut
"ga heran si kenapa followerku ga naik ternyata aku suka blokir org yg songong kalo di ajak jbjb ga prnah ngerespon, sok ngartis lagi..",terkejut
"Pengen punya anak, tapi aku tkt bahkan gmw nikah, takut jd toxic parents buat anakku nanti, i wouldn't do that",takut
"Pantes aja kalau ""yang pada di atas"" lagi murka wong kreak kreak kadunyan isine lak mung paduuuuuu ae sampe dulure dewe diuntal. Iki mengko nek derr tenan yo salahmu dewe, rausah nyalahke liyan wong koe sing marahi liyan rekasan.",marah
"Tertipu dengan retorikamu, pesonamu, dan janji2 manismu wahai bapak yg pernah datang ke tempatku berkuliah ketika awal semester.",jijik
Takut karena ada apa2nya ..,takut
Ingin rasanya kembali menjadi anak kecil nga pernah ngalamin momen senang kembali kecuali ketika waktu sd dan cuma masa masa sekolah masa masa indah terjadi,senang
"Kating nya beneran julid kak ? Kirain becanda Wah heran nya cowo kok lemes bnget mulut nya ngalahin emak""",terkejut
"Tatapan tajam serta dingin Lucien menusuk sanubariku. Ah.... betapa kuingin ditatap sepanjang malam Sampai iapun tersenyum arogan ""Tidak kusangka kau akan terpesona sampai seperti itu"" Lucien tidak hentinya menatapku, menggunakan tangan besarnya untuk memegang daguku",senang
tumben banget torrent jelek lagi kaya gini pada males banget ngeseeds heran.,terkejut
"Sy heran koq ada org pensiunan Jenderal TNI tp koq terlht sngt tdk nasionalis banget, sngt berpihak ke Tiongkok n TKA nya. Woy... pak tua yg serakah hartamu tdk kau bawa mati, hanya Jas, dasi n Peti mati yg mahal nanti kau bawa. Kesel !",terkejut
Gugup bgt apa yak?,takut
"YES, we all deserve it. yuk semangat lagi dhit. gak semuanya benci kamu kok! fokus aja masih banyak yg sayang bgt dan nungguin karya kamu. like me",senang
"Hiks. Mereka yg ngeroom di oy0, aku yg kesal wkwk. Bisa geleng2 kepala aja ka wkwk",marah
"Yah syukur, berarti masi ada harapan menerangi dunia",senang
Akan aku bikin niichan terpesona '^',terkejut
iiiiih jijik,jijik
"bagus si bagus zatin, tapi ntar kalo deketin cewe gugup",senang
wkwkw kecewa aku sama diriku sendiri td sore wkwkwk bodo aku wkwk,sedih
wah ak hampir tertipu,jijik
"aku punya temen yg mukanya berminyak parah tp ga pernah mau di lap in pdhl waktu itu aku udh nyoba nawarin oil control punyaku but she said no. aku ga ngerti tp dia merasa mukanya glowing with that looks, is it just me or emg it looks weird? krn aku kaya risih aja dk why(?)",senang
"tapi kan habib kecewa sama pks, fanboy isis templatenya gitu.",marah
Bangga kita ada midfilda / kepa cemerlang laguni. Kita cukup berkenan,senang
Hal apa yang membuatmu gugup? Pas Kasih tau mamak tupperware hilang,takut
Siapa yang beli 5 m saya dkasih pun gamau kayanya agak ngeri berasa mempelihara kucing berkaki 4,takut
"Alhamdulillah, senang sekali rasanya sudah pernah sholat di masjid tersebut Nyaman sekali. Lonceng gereja berhenti waktu adzan dikumandangkan MasyaAllah",senang
Ko gaada yang ngeretweet ya. Kecewa,sedih
dia takut mbakx berpaling ke kaputen,takut
aq. aq dulu lebi ship ini daripada main leadnya. CAKEM SOALNYA SANG BUM. sampe kesal mereka tidak berlanjut irl.,marah
Cukup terkejut lalu bilang gua gamau wkwkw,terkejut
"Jan suudzon dulu mas sm penyakitnya, takut dia tersinggung",takut
SUDAH PUAS SAYA PANTAU SAATNYA MENYELEDING KALIAN SEMUA,senang
"tapi kaya bangga like ""shit keren bgt gue"" orang lain mana kepikiran",senang
ketawa puas bgt lagi,senang
Demi Masa Depan Yang Kita Mimpi Kan Hapuskanlah Kenangan Yang Mengusik Perasaan Tiap Kali Memandang Mu Tak Terhingga Kesal Ku Maafkan Aku Sayang Menodai Kepercayaan Mu,senang
SUMPAH YA KALO SAMPE HYUNBIN GAJADI SEOJUN AING KECEWA PARAH,senang
"Lagi kau buka ruang untuk terima golongan macamtu, lagi diorg besau kepala. dah tentu tentu benda salah, benda Allah murka. Semua umat Islam tahu, yg bukan Islam pun tahu. Benda mcmni lagi byk negatif dari positif. Ada sbb setiap yg Allah tetapkan. Dan kau cuma hamba biasa. INGAT",marah
Selalu rasa okay je single tapi penat ah single. So jalan terbaik nak main tinder. Bye,jijik
woe min klu gak ada tanggepan aku putus benar ya. udh muak aku sering kayak gni,sedih
"Youn murka [aww takut] Youn: hssjjsjs LU! YG BENER AJA, BEGINIAN LU TANYA KE GUE? GUE SAMBIT LU YA SJSKKLLLQ uyon marah huftt, formasi panjat pinang melorot dan ambruk satu2, menyisakan Hangyul diatas masih usahain ambil mejikom dan sepeda family. Weiyoun baku hantam xixixix",terkejut
Mereka belum puas hingga Islam hancur dan lenyap. Kite selepet jidatnye.,marah
"ampunn, nanti klo lider murka gk dpt makan seharian penuh",takut
man lemme told u: im okay with those but please JANGAN yg kaya di invisible man ngeri gasi lo diliatin sama orang tembus pandang sinting anjir teknologi ni mengerikan,senang
"Part terbaik: doi main ke rumah w, pacar w nelepon. Anjir gue panik. Gue jawab gugup, di depan doi juga gue gugup.",takut
"Gausa minta maaf lel sama dia mah, tumben apa chat ke org baik ga bawa binatang. Heran, napa sama gua sering chat nya sering bawa binatang ya:3",terkejut
wkkw skali2 ben rodo ngeri bro,takut
iy kan ak suka ngeliatin knp km suka senyam senyum liatin hp ak kan mau muda juga,senang
Nampak penat sangat tu,senang
Ahhh i feel you. Kadang2 penat berdebat dengan orang macam ni :'),jijik
"apa kamu tida malu ngehujat pake nama fandom laen? uda la kalo gabut mah gabut aja gosah ngajak tubir orang, eh lupa deng kan situ sampah ya sampah kan tugasnya bikin risih orang ups bcnd syg",jijik
Oke fix. Doi gw udh hampir 1 abad belum balas chat gw. Gugup nya kelewatan,takut
sedih harus ditinggal rian gatau sampe kapan aku ngapain ya sebulan kedepan disini wkw,sedih
"Wah hshshahaha rumput mana u rembat? Amboi senang nau open rumput fresh tu. Bagi dorang makan rumput, i makan lamb chop depan dorang dengan u skali",senang
"Itu masa lalu mas Dito, milik mas dito. Yang penting mas sekarang gak begitu. Eneng paham kok mas. Kalo ketauan skr begitu ya maap mas, eneng kecewa ngehehehe",sedih
"""Ooh, kita perlu kecewa Untuk tahu bahagia Bukankah luka menjadikan Kita saling menguatkan """,sedih
"hari lain bukan tak sempat, kdang penat. tidur awal",jijik
jijik bgst!,jijik
"Ngeliat orang lain susah, ngeliat ortu susah, stress mau kepala 2, kehilangan temen, menyadari terlalu banyak fake friend disekitar kita, inget seseorang yang bikin kita kecewa.",sedih
"(cont.) lelaki rupanya masih perhatian padahal Raira sudah berbuat kesal. Memang manusia itu membingungkan, ya? Raira paham jikalau pakaiannya basah. Ia pun merasa tidak nyaman dengan pakaiannya, terutama di bagian punggung. Akan tetapi, ia (cont.)",senang
wkwkwk... Idi0t diblokir takut??,terkejut
"Ini adalah pertama kalinya sebagai MC, jadi ketika memegang mic aku semakin gugup dan malah terlihat bergetar. Itu sebabnya aku mencoba untuk menegangkan kakiku (agar tebih tegak), tapi kemudian kakiku malah gantian yang bergetar",takut
21 km cuiiii.... Ngeri penyelenggaranya...,takut
"TERSINGGUNG AKU, KALIAN GATAU BETAPA ENAKNYA BUBUR DIADUK",marah
Heran aja...biasanya petugas yg duluan dtg k Bandara ini kok udah mw take off blm ada petugasnya...mw plg Makassar,terkejut
"Tapi itu cakep kok, aku pengen potong pendek tapi takut kependekan",takut
Makin insecure sama covid19 skrg Yg tadi nya makan di abang biasa aja eh skrg rada ngeri grgr abang kurang higenis padah dari dulu masa bodo gua ngelitin nya,takut
Senang sekali bisa berbagi sebuah racun,senang
tak bangga malah terasa bodo sebab sampai sekarang ada parut heh,senang
Ah jangan kenal. Malu maluin ajj,takut
gue ngeri itu orang kecebur menk,takut
"Jijik kali kan via vallen bisanya cuma cover lagu semua orang, nggak kreatif kali, haha tunggu aja lagu kpop ini",jijik
Minta pap msih tingkat risih standar Lu bayangin si jamet maksa Vc-an mulu coy gakenal gua k dia dan gapernah gua angkat budu amat gua ga read chatnya Risih tay,jijik
Duka ka. Bobo we yuuu,sedih
Kesingung melawan sampe mati. Dibilang pentol korek sumbu pendek tersinggung.,marah
Sebagai guru opo koe ra merasa tersinggung akan hal itu mbak!,marah
Kesal bacanya pake nyanyi,marah
dimarahin karena air di rumah abis dan ditanya kenapa ngga masak air. yaaaaaa gimana ya daritadi stay on pc terus ini yaallah udah berapa jam. mana lapar deuih kulen membuatku sengsara,sedih
"emosiiiiii anjjj, tapi retweet ah biar mutualku pada tertipu hahhahaha",jijik
"Sebelum ia pergi, kupukul lengan mas Rama pelan. ""Nakal banget,"" bisikku kesal. Nyaris memasang wajah cemberut. Mas Rama ngapain aja sih di Singapura?! Bukannya serius sama kak Vita juga... ndak tau ah. Nanti kalau mas Rama datang aku mau sembunyi saja.",terkejut
enggak sih tapi kalo banyak banget ya risih(?),jijik
Wadawww ngeri euy,takut
JANCOK!! PALING BENCI KALO MAU KETAWA HARUS NYUSAHIN OTAK DULU ASU !!!,jijik
Iyaaa gua bangga bet jadi anak ikom,senang
"Terimakasih sudah menggunakan jasa reply kami, semoga anda puas dan berlangganan untuk orderan reply berikutnya. Terimakasih, salam jbjb.",senang
harus bangga dong :v,senang
membunuhnya saat ia meludahimu karena kau berusaha membelanya saat ia diejek gay. Kau harusnya bangga padaku kan? Mulut Jansen melekuk manis membentuk senyuman. Namun tidak dengan netranya. Ansel bisa melihat sorot luka disana. Sorot penyesalan di setiap sudut yang ada.,sedih
"Wah syukur deh kak, semoga pesanannya sesuai ya kak. Kalo ada pertanyaan/kendala, bisa colek mimin di DM aja ya kak biar bisa dibantu. Happy shopping kak ^EL",senang
"pemerintah indonesia ini pada ga bersyukur,memiliki kekayaan alam yg berlimpah ruah sampai2 negri lain iri,kok ya negara di kelola kaya main barbie2an..rakyatnya semakin sengsara,yg kaya makin foya2",marah
"Kalo maneh nonton di bioskop, maneh gakan terkejut baca komik ternyata raftel itu laugh tale, kalo urg beruntung sih gak nonton di bioskop jadi komik nya tetep surprise hahaha",senang
Dpt ucapan 4 thun sekali pun dh syukur zi. Hahahahahahahaha.,senang
Dah lah aku benci kau,marah
Awokok syukur aku ga,senang
Syukur. Alhamdulillah.,senang
